"GEOID","tract","county","state","variable","indicator","value"
"13045910600","Census Tract 9106","Carroll County","Georgia","B02001_003","estimate",1285
"13045910701","Census Tract 9107.01","Carroll County","Georgia","B02001_001","estimate",9360
"13045910701","Census Tract 9107.01","Carroll County","Georgia","B02001_003","estimate",1465
"13045910702","Census Tract 9107.02","Carroll County","Georgia","B02001_001","estimate",8052
"13045910702","Census Tract 9107.02","Carroll County","Georgia","B02001_003","estimate",947
"13045910703","Census Tract 9107.03","Carroll County","Georgia","B02001_001","estimate",8743
"13045910703","Census Tract 9107.03","Carroll County","Georgia","B02001_003","estimate",1725
"13045910800","Census Tract 9108","Carroll County","Georgia","B02001_001","estimate",4188
"13045910800","Census Tract 9108","Carroll County","Georgia","B02001_003","estimate",123
"13045910900","Census Tract 9109","Carroll County","Georgia","B02001_001","estimate",4064
"13045910900","Census Tract 9109","Carroll County","Georgia","B02001_003","estimate",223
"13045911000","Census Tract 9110","Carroll County","Georgia","B02001_001","estimate",6083
"13045911000","Census Tract 9110","Carroll County","Georgia","B02001_003","estimate",998
"13045911100","Census Tract 9111","Carroll County","Georgia","B02001_001","estimate",7217
"13045911100","Census Tract 9111","Carroll County","Georgia","B02001_003","estimate",1135
"13045911200","Census Tract 9112","Carroll County","Georgia","B02001_001","estimate",5615
"13045911200","Census Tract 9112","Carroll County","Georgia","B02001_003","estimate",883
"13047030100","Census Tract 301","Catoosa County","Georgia","B02001_001","estimate",6114
"13047030100","Census Tract 301","Catoosa County","Georgia","B02001_003","estimate",164
"13047030201","Census Tract 302.01","Catoosa County","Georgia","B02001_001","estimate",4858
"13047030201","Census Tract 302.01","Catoosa County","Georgia","B02001_003","estimate",348
"13047030202","Census Tract 302.02","Catoosa County","Georgia","B02001_001","estimate",6756
"13047030202","Census Tract 302.02","Catoosa County","Georgia","B02001_003","estimate",141
"13047030301","Census Tract 303.01","Catoosa County","Georgia","B02001_001","estimate",7560
"13047030301","Census Tract 303.01","Catoosa County","Georgia","B02001_003","estimate",70
"13047030303","Census Tract 303.03","Catoosa County","Georgia","B02001_001","estimate",3300
"13047030303","Census Tract 303.03","Catoosa County","Georgia","B02001_003","estimate",0
"13047030304","Census Tract 303.04","Catoosa County","Georgia","B02001_001","estimate",3609
"13047030304","Census Tract 303.04","Catoosa County","Georgia","B02001_003","estimate",83
"13047030401","Census Tract 304.01","Catoosa County","Georgia","B02001_001","estimate",6827
"13047030401","Census Tract 304.01","Catoosa County","Georgia","B02001_003","estimate",45
"13047030402","Census Tract 304.02","Catoosa County","Georgia","B02001_001","estimate",6647
"13047030402","Census Tract 304.02","Catoosa County","Georgia","B02001_003","estimate",171
"13047030500","Census Tract 305","Catoosa County","Georgia","B02001_001","estimate",5850
"13047030500","Census Tract 305","Catoosa County","Georgia","B02001_003","estimate",160
"13047030600","Census Tract 306","Catoosa County","Georgia","B02001_001","estimate",5898
"13047030600","Census Tract 306","Catoosa County","Georgia","B02001_003","estimate",96
"13047030700","Census Tract 307","Catoosa County","Georgia","B02001_001","estimate",8226
"13047030700","Census Tract 307","Catoosa County","Georgia","B02001_003","estimate",406
"13049010100","Census Tract 101","Charlton County","Georgia","B02001_001","estimate",9740
"13049010100","Census Tract 101","Charlton County","Georgia","B02001_003","estimate",3349
"13049010200","Census Tract 102","Charlton County","Georgia","B02001_001","estimate",3228
"13049010200","Census Tract 102","Charlton County","Georgia","B02001_003","estimate",84
"13051000100","Census Tract 1","Chatham County","Georgia","B02001_001","estimate",1902
"13051000100","Census Tract 1","Chatham County","Georgia","B02001_003","estimate",1097
"13051000300","Census Tract 3","Chatham County","Georgia","B02001_001","estimate",1582
"13051000300","Census Tract 3","Chatham County","Georgia","B02001_003","estimate",131
"13051000601","Census Tract 6.01","Chatham County","Georgia","B02001_001","estimate",4668
"13051000601","Census Tract 6.01","Chatham County","Georgia","B02001_003","estimate",3631
"13051000900","Census Tract 9","Chatham County","Georgia","B02001_001","estimate",1128
"13051000900","Census Tract 9","Chatham County","Georgia","B02001_003","estimate",156
"13051001100","Census Tract 11","Chatham County","Georgia","B02001_001","estimate",1900
"13051001100","Census Tract 11","Chatham County","Georgia","B02001_003","estimate",1041
"13051001200","Census Tract 12","Chatham County","Georgia","B02001_001","estimate",2137
"13051001200","Census Tract 12","Chatham County","Georgia","B02001_003","estimate",2115
"13051001500","Census Tract 15","Chatham County","Georgia","B02001_001","estimate",1252
"13051001500","Census Tract 15","Chatham County","Georgia","B02001_003","estimate",345
"13051002000","Census Tract 20","Chatham County","Georgia","B02001_001","estimate",1403
"13051002000","Census Tract 20","Chatham County","Georgia","B02001_003","estimate",764
"13051002100","Census Tract 21","Chatham County","Georgia","B02001_001","estimate",2272
"13051002100","Census Tract 21","Chatham County","Georgia","B02001_003","estimate",1898
"13051002200","Census Tract 22","Chatham County","Georgia","B02001_001","estimate",4031
"13051002200","Census Tract 22","Chatham County","Georgia","B02001_003","estimate",3090
"13051002300","Census Tract 23","Chatham County","Georgia","B02001_001","estimate",2020
"13051002300","Census Tract 23","Chatham County","Georgia","B02001_003","estimate",1866
"13051002600","Census Tract 26","Chatham County","Georgia","B02001_001","estimate",1717
"13051002600","Census Tract 26","Chatham County","Georgia","B02001_003","estimate",1002
"13051002700","Census Tract 27","Chatham County","Georgia","B02001_001","estimate",2870
"13051002700","Census Tract 27","Chatham County","Georgia","B02001_003","estimate",2317
"13051002800","Census Tract 28","Chatham County","Georgia","B02001_001","estimate",2624
"13051002800","Census Tract 28","Chatham County","Georgia","B02001_003","estimate",2065
"13051002900","Census Tract 29","Chatham County","Georgia","B02001_001","estimate",3198
"13051002900","Census Tract 29","Chatham County","Georgia","B02001_003","estimate",272
"13051003000","Census Tract 30","Chatham County","Georgia","B02001_001","estimate",2113
"13051003000","Census Tract 30","Chatham County","Georgia","B02001_003","estimate",110
"13051003301","Census Tract 33.01","Chatham County","Georgia","B02001_001","estimate",2071
"13051003301","Census Tract 33.01","Chatham County","Georgia","B02001_003","estimate",1988
"13051003302","Census Tract 33.02","Chatham County","Georgia","B02001_001","estimate",1705
"13051003302","Census Tract 33.02","Chatham County","Georgia","B02001_003","estimate",1652
"13051003400","Census Tract 34","Chatham County","Georgia","B02001_001","estimate",4176
"13051003400","Census Tract 34","Chatham County","Georgia","B02001_003","estimate",1695
"13051003501","Census Tract 35.01","Chatham County","Georgia","B02001_001","estimate",2774
"13051003501","Census Tract 35.01","Chatham County","Georgia","B02001_003","estimate",1731
"13051003502","Census Tract 35.02","Chatham County","Georgia","B02001_001","estimate",3829
"13051003502","Census Tract 35.02","Chatham County","Georgia","B02001_003","estimate",1988
"13051003601","Census Tract 36.01","Chatham County","Georgia","B02001_001","estimate",3243
"13051003601","Census Tract 36.01","Chatham County","Georgia","B02001_003","estimate",2545
"13051003602","Census Tract 36.02","Chatham County","Georgia","B02001_001","estimate",4632
"13051003602","Census Tract 36.02","Chatham County","Georgia","B02001_003","estimate",3065
"13051003700","Census Tract 37","Chatham County","Georgia","B02001_001","estimate",1906
"13051003700","Census Tract 37","Chatham County","Georgia","B02001_003","estimate",1366
"13051003800","Census Tract 38","Chatham County","Georgia","B02001_001","estimate",2893
"13051003800","Census Tract 38","Chatham County","Georgia","B02001_003","estimate",2419
"13051003900","Census Tract 39","Chatham County","Georgia","B02001_001","estimate",4064
"13051003900","Census Tract 39","Chatham County","Georgia","B02001_003","estimate",2260
"13051004001","Census Tract 40.01","Chatham County","Georgia","B02001_001","estimate",4150
"13051004001","Census Tract 40.01","Chatham County","Georgia","B02001_003","estimate",1058
"13051004002","Census Tract 40.02","Chatham County","Georgia","B02001_001","estimate",3775
"13051004002","Census Tract 40.02","Chatham County","Georgia","B02001_003","estimate",1170
"13051004100","Census Tract 41","Chatham County","Georgia","B02001_001","estimate",1932
"13051004100","Census Tract 41","Chatham County","Georgia","B02001_003","estimate",240
"13051004207","Census Tract 42.07","Chatham County","Georgia","B02001_001","estimate",3521
"13051004207","Census Tract 42.07","Chatham County","Georgia","B02001_003","estimate",2178
"13051004208","Census Tract 42.08","Chatham County","Georgia","B02001_001","estimate",5110
"13051004208","Census Tract 42.08","Chatham County","Georgia","B02001_003","estimate",2580
"13051004209","Census Tract 42.09","Chatham County","Georgia","B02001_001","estimate",3248
"13051004209","Census Tract 42.09","Chatham County","Georgia","B02001_003","estimate",1628
"13051004210","Census Tract 42.10","Chatham County","Georgia","B02001_001","estimate",5443
"13051004210","Census Tract 42.10","Chatham County","Georgia","B02001_003","estimate",3216
"13051004211","Census Tract 42.11","Chatham County","Georgia","B02001_001","estimate",5077
"13051004211","Census Tract 42.11","Chatham County","Georgia","B02001_003","estimate",1976
"13051004212","Census Tract 42.12","Chatham County","Georgia","B02001_001","estimate",5947
"13051004212","Census Tract 42.12","Chatham County","Georgia","B02001_003","estimate",1696
"13051004300","Census Tract 43","Chatham County","Georgia","B02001_001","estimate",2987
"13051004300","Census Tract 43","Chatham County","Georgia","B02001_003","estimate",629
"13051004400","Census Tract 44","Chatham County","Georgia","B02001_001","estimate",2182
"13051004400","Census Tract 44","Chatham County","Georgia","B02001_003","estimate",2054
"13051004500","Census Tract 45","Chatham County","Georgia","B02001_001","estimate",4506
"13051004500","Census Tract 45","Chatham County","Georgia","B02001_003","estimate",4312
"13051010101","Census Tract 101.01","Chatham County","Georgia","B02001_001","estimate",876
"13051010101","Census Tract 101.01","Chatham County","Georgia","B02001_003","estimate",486
"13051010102","Census Tract 101.02","Chatham County","Georgia","B02001_001","estimate",4448
"13051010102","Census Tract 101.02","Chatham County","Georgia","B02001_003","estimate",2164
"13051010200","Census Tract 102","Chatham County","Georgia","B02001_001","estimate",4619
"13051010200","Census Tract 102","Chatham County","Georgia","B02001_003","estimate",2427
"13051010501","Census Tract 105.01","Chatham County","Georgia","B02001_001","estimate",6175
"13051010501","Census Tract 105.01","Chatham County","Georgia","B02001_003","estimate",1771
"13051010502","Census Tract 105.02","Chatham County","Georgia","B02001_001","estimate",3827
"13051010502","Census Tract 105.02","Chatham County","Georgia","B02001_003","estimate",2970
"13051010601","Census Tract 106.01","Chatham County","Georgia","B02001_001","estimate",4008
"13051010601","Census Tract 106.01","Chatham County","Georgia","B02001_003","estimate",1940
"13051010603","Census Tract 106.03","Chatham County","Georgia","B02001_001","estimate",1801
"13051010603","Census Tract 106.03","Chatham County","Georgia","B02001_003","estimate",1085
"13051010605","Census Tract 106.05","Chatham County","Georgia","B02001_001","estimate",0
"13051010605","Census Tract 106.05","Chatham County","Georgia","B02001_003","estimate",0
"13051010700","Census Tract 107","Chatham County","Georgia","B02001_001","estimate",22500
"13051010700","Census Tract 107","Chatham County","Georgia","B02001_003","estimate",8290
"13051010801","Census Tract 108.01","Chatham County","Georgia","B02001_001","estimate",2826
"13051010801","Census Tract 108.01","Chatham County","Georgia","B02001_003","estimate",355
"13051010802","Census Tract 108.02","Chatham County","Georgia","B02001_001","estimate",8798
"13051010802","Census Tract 108.02","Chatham County","Georgia","B02001_003","estimate",2484
"13051010803","Census Tract 108.03","Chatham County","Georgia","B02001_001","estimate",11595
